Classroom,Subject,Student_Name,Student_Email,Subject_Teacher
171,Engineering,Liam Indigo,liam.indigo@email.com,Prof. Nick
240,Engineering,Liam Beige,liam.beige@university.edu,Prof. Quincy
146,Economics,Tina Red,tina.red@student.org,Prof. Dana
316,Physics,Sam Purple,sam.purple@university.edu,Prof. Paul
401,Architecture,Ivy White,ivy.white@university.edu,Prof. Eve
296,Economics,Eve Violet,eve.violet@email.com,Prof. Ivy
571,Chemistry,Dana Pink,dana.pink@university.edu,Prof. Paul
123,Philosophy,Ivy Pink,ivy.pink@student.org,Prof. Quincy
458,Economics,Frank Green,frank.green@university.edu,Prof. Sam
469,Anthropology,Quincy White,quincy.white@university.edu,Prof. Sam
561,Physics,Alice Davis,alice.davis@university.edu,Prof. Hank
127,Physics,Eve Azure,eve.azure@email.com,Prof. Mona
279,Architecture,Sam Pink,sam.pink@university.edu,Prof. Eve
248,Geography,Hank Blue,hank.blue@student.org,Prof. Sam
345,Engineering,Nick White,nick.white@university.edu,Prof. Charlie
525,Sociology,Nick Indigo,nick.indigo@university.edu,Prof. Sam
214,English,Olivia Indigo,olivia.indigo@university.edu,Prof. Dana
350,English,Jack Indigo,jack.indigo@university.edu,Prof. Mona
204,Chemistry,Nick Gray,nick.gray@university.edu,Prof. Alice
196,Anthropology,Dana Indigo,dana.indigo@university.edu,Prof. Kelly
535,Physics,Liam Red,liam.red@student.org,Prof. Rita
251,Art,Dana Azure,dana.azure@email.com,Prof. Jack
577,Physics,Tina Blue,tina.blue@university.edu,Prof. Quincy
220,Physics,Kelly Brown,kelly.brown@email.com,Prof. Grace
206,Statistics,Nick Azure,nick.azure@email.com,Prof. Rita
224,Chemistry,Paul Brown,paul.brown@email.com,Prof. Paul
296,Architecture,Alice Black,alice.black@university.edu,Prof. Olivia
572,Computer Science,Frank Yellow,frank.yellow@email.com,Prof. Quincy
181,English,Frank Brown,frank.brown@email.com,Prof. Olivia
570,Political Science,Bob Gray,bob.gray@student.org,Prof. Mona
158,Architecture,Alice Red,alice.red@email.com,Prof. Grace
104,Environmental Science,Bob Johnson,bob.johnson@student.org,Prof. Frank
234,Chemistry,Rita Davis,rita.davis@university.edu,Prof. Jack
150,Chemistry,Alice Azure,alice.azure@student.org,Prof. Olivia
214,Physics,Rita Blue,rita.blue@university.edu,Prof. Liam
200,Environmental Science,Nick Magenta,nick.magenta@email.com,Prof. Grace
114,Anthropology,Kelly Purple,kelly.purple@university.edu,Prof. Grace
449,English,Tina Green,tina.green@email.com,Prof. Mona
462,Statistics,Liam White,liam.white@email.com,Prof. Quincy
217,Anthropology,Bob Orange,bob.orange@university.edu,Prof. Nick
432,Music,Sam White,sam.white@email.com,Prof. Mona
487,Political Science,Charlie Magenta,charlie.magenta@university.edu,Prof. Sam
448,Anthropology,Sam Azure,sam.azure@student.org,Prof. Sam
551,Sociology,Ivy Indigo,ivy.indigo@student.org,Prof. Dana
173,Geography,Grace Magenta,grace.magenta@email.com,Prof. Bob
289,History,Paul Brown,paul.brown@student.org,Prof. Bob
165,Sociology,Frank Red,frank.red@university.edu,Prof. Frank
229,Biology,Paul Red,paul.red@student.org,Prof. Sam
165,Environmental Science,Nick Green,nick.green@email.com,Prof. Quincy
544,Biology,Jack Orange,jack.orange@university.edu,Prof. Kelly
548,Computer Science,Ivy White,ivy.white@email.com,Prof. Charlie
536,Chemistry,Bob Pink,bob.pink@university.edu,Prof. Olivia
249,Biology,Kelly Pink,kelly.pink@student.org,Prof. Grace
440,Statistics,Ivy Davis,ivy.davis@email.com,Prof. Dana
527,English,Bob Pink,bob.pink@university.edu,Prof. Nick
508,Psychology,Paul Johnson,paul.johnson@university.edu,Prof. Jack
162,Physics,Quincy Azure,quincy.azure@email.com,Prof. Grace
525,Music,Nick Azure,nick.azure@email.com,Prof. Alice
105,Environmental Science,Sam Gray,sam.gray@university.edu,Prof. Kelly
333,Economics,Mona Red,mona.red@email.com,Prof. Eve
596,Statistics,Olivia Green,olivia.green@student.org,Prof. Kelly
254,Political Science,Dana Davis,dana.davis@student.org,Prof. Hank
519,Physics,Charlie Cyan,charlie.cyan@email.com,Prof. Paul
587,Statistics,Tina Indigo,tina.indigo@university.edu,Prof. Tina
596,Art,Alice Yellow,alice.yellow@university.edu,Prof. Jack
354,Engineering,Frank Green,frank.green@email.com,Prof. Ivy
136,Political Science,Bob Green,bob.green@email.com,Prof. Ivy
391,Environmental Science,Rita Gray,rita.gray@email.com,Prof. Kelly
488,Art,Alice Violet,alice.violet@student.org,Prof. Frank
492,Biology,Olivia Pink,olivia.pink@university.edu,Prof. Paul
508,Psychology,Mona Gray,mona.gray@student.org,Prof. Ivy
560,Sociology,Frank Gray,frank.gray@student.org,Prof. Frank
302,Statistics,Kelly Green,kelly.green@university.edu,Prof. Paul
246,Psychology,Mona Magenta,mona.magenta@email.com,Prof. Sam
226,Philosophy,Eve Violet,eve.violet@student.org,Prof. Sam
352,Environmental Science,Kelly Orange,kelly.orange@email.com,Prof. Liam
471,Philosophy,Dana White,dana.white@student.org,Prof. Frank
569,Sociology,Alice Gray,alice.gray@university.edu,Prof. Frank
513,Biology,Jack Teal,jack.teal@email.com,Prof. Nick
555,Mathematics,Tina Indigo,tina.indigo@university.edu,Prof. Grace
581,Political Science,Kelly Gray,kelly.gray@student.org,Prof. Quincy
508,Statistics,Kelly Red,kelly.red@university.edu,Prof. Dana
398,Sociology,Paul Gray,paul.gray@student.org,Prof. Frank
399,Architecture,Frank Teal,frank.teal@student.org,Prof. Grace
572,Music,Kelly Indigo,kelly.indigo@email.com,Prof. Jack
129,Mathematics,Alice Blue,alice.blue@email.com,Prof. Dana
118,Music,Bob Blue,bob.blue@university.edu,Prof. Alice
218,Environmental Science,Liam Blue,liam.blue@email.com,Prof. Sam
274,Geography,Charlie Pink,charlie.pink@student.org,Prof. Liam
365,Mathematics,Grace Indigo,grace.indigo@university.edu,Prof. Ivy
438,Philosophy,Dana Blue,dana.blue@email.com,Prof. Alice
379,Biology,Olivia Brown,olivia.brown@university.edu,Prof. Frank
220,Chemistry,Ivy Yellow,ivy.yellow@student.org,Prof. Mona
339,History,Grace Cyan,grace.cyan@email.com,Prof. Quincy
585,Computer Science,Dana Cyan,dana.cyan@student.org,Prof. Rita
594,Biology,Quincy Purple,quincy.purple@university.edu,Prof. Ivy
387,History,Mona White,mona.white@email.com,Prof. Tina
129,Engineering,Mona Teal,mona.teal@university.edu,Prof. Tina
597,Art,Hank Beige,hank.beige@email.com,Prof. Eve
318,Art,Charlie Red,charlie.red@university.edu,Prof. Jack
230,Geography,Liam Indigo,liam.indigo@student.org,Prof. Rita
103,Psychology,Quincy White,quincy.white@email.com,Prof. Grace
401,Economics,Rita Cyan,rita.cyan@university.edu,Prof. Tina
585,Art,Grace Magenta,grace.magenta@university.edu,Prof. Liam
282,Statistics,Charlie Teal,charlie.teal@student.org,Prof. Paul
529,Music,Grace Gray,grace.gray@student.org,Prof. Liam
239,Physics,Hank Gray,hank.gray@university.edu,Prof. Sam
255,Art,Jack Purple,jack.purple@email.com,Prof. Hank
453,Chemistry,Rita Red,rita.red@university.edu,Prof. Liam
504,Economics,Frank Cyan,frank.cyan@email.com,Prof. Hank
241,Economics,Dana White,dana.white@university.edu,Prof. Frank
443,Economics,Tina Brown,tina.brown@university.edu,Prof. Mona
346,Economics,Hank Beige,hank.beige@university.edu,Prof. Bob
395,English,Bob Orange,bob.orange@student.org,Prof. Eve
378,History,Nick Orange,nick.orange@student.org,Prof. Hank
423,Economics,Dana Orange,dana.orange@university.edu,Prof. Liam
489,English,Charlie White,charlie.white@email.com,Prof. Sam
265,Chemistry,Alice Teal,alice.teal@student.org,Prof. Paul
334,Mathematics,Liam Johnson,liam.johnson@university.edu,Prof. Liam
183,Geography,Quincy Magenta,quincy.magenta@student.org,Prof. Bob
166,Music,Paul Black,paul.black@student.org,Prof. Hank
544,Mathematics,Paul Red,paul.red@email.com,Prof. Ivy
112,Psychology,Ivy Green,ivy.green@university.edu,Prof. Mona
273,Anthropology,Grace Blue,grace.blue@student.org,Prof. Tina
307,Philosophy,Olivia Blue,olivia.blue@university.edu,Prof. Liam
598,Music,Charlie Beige,charlie.beige@student.org,Prof. Jack
148,Chemistry,Eve Azure,eve.azure@university.edu,Prof. Ivy
439,Environmental Science,Frank Green,frank.green@student.org,Prof. Paul
214,Biology,Dana Beige,dana.beige@email.com,Prof. Eve
391,Art,Alice Magenta,alice.magenta@student.org,Prof. Hank
536,Political Science,Charlie Pink,charlie.pink@student.org,Prof. Grace
478,History,Nick Blue,nick.blue@email.com,Prof. Sam
544,Sociology,Mona Black,mona.black@email.com,Prof. Liam
234,Geography,Alice Green,alice.green@email.com,Prof. Bob
540,English,Mona Indigo,mona.indigo@university.edu,Prof. Eve
409,History,Dana Red,dana.red@university.edu,Prof. Sam
334,Art,Frank Gray,frank.gray@university.edu,Prof. Jack
443,Chemistry,Frank Black,frank.black@university.edu,Prof. Charlie
282,Economics,Mona Red,mona.red@student.org,Prof. Frank
140,Chemistry,Charlie Blue,charlie.blue@university.edu,Prof. Sam
365,Art,Paul Cyan,paul.cyan@email.com,Prof. Paul
179,Sociology,Olivia White,olivia.white@student.org,Prof. Nick
410,Computer Science,Grace Indigo,grace.indigo@email.com,Prof. Charlie
340,Environmental Science,Rita White,rita.white@university.edu,Prof. Eve
202,Statistics,Tina Violet,tina.violet@email.com,Prof. Ivy
209,Music,Quincy Cyan,quincy.cyan@student.org,Prof. Kelly
561,Psychology,Tina Blue,tina.blue@student.org,Prof. Sam
187,Political Science,Jack Johnson,jack.johnson@university.edu,Prof. Eve
575,Mathematics,Jack Teal,jack.teal@university.edu,Prof. Olivia
381,English,Eve Violet,eve.violet@email.com,Prof. Rita
124,Anthropology,Frank Cyan,frank.cyan@student.org,Prof. Hank
349,Environmental Science,Grace Azure,grace.azure@email.com,Prof. Jack
225,Sociology,Dana Purple,dana.purple@email.com,Prof. Bob
210,Environmental Science,Sam Green,sam.green@email.com,Prof. Paul
240,Music,Bob Johnson,bob.johnson@email.com,Prof. Grace
427,Environmental Science,Nick Blue,nick.blue@university.edu,Prof. Rita
183,Sociology,Rita Cyan,rita.cyan@university.edu,Prof. Liam
206,English,Kelly Violet,kelly.violet@student.org,Prof. Jack
200,English,Ivy Yellow,ivy.yellow@student.org,Prof. Eve
532,Geography,Bob Purple,bob.purple@university.edu,Prof. Grace
320,Economics,Alice Brown,alice.brown@university.edu,Prof. Charlie
498,Economics,Jack Gray,jack.gray@student.org,Prof. Jack
236,Mathematics,Kelly Orange,kelly.orange@student.org,Prof. Sam
102,Philosophy,Nick Purple,nick.purple@student.org,Prof. Charlie
413,Anthropology,Dana Brown,dana.brown@email.com,Prof. Olivia
437,English,Jack Purple,jack.purple@university.edu,Prof. Olivia
425,Psychology,Alice Johnson,alice.johnson@university.edu,Prof. Mona
409,Environmental Science,Ivy Pink,ivy.pink@university.edu,Prof. Olivia
193,Music,Charlie Red,charlie.red@university.edu,Prof. Tina
186,History,Jack Beige,jack.beige@university.edu,Prof. Charlie
472,Statistics,Liam Purple,liam.purple@email.com,Prof. Liam
352,Philosophy,Quincy Purple,quincy.purple@email.com,Prof. Grace
575,Physics,Charlie White,charlie.white@email.com,Prof. Jack
186,Architecture,Nick Pink,nick.pink@email.com,Prof. Tina
406,Anthropology,Bob Davis,bob.davis@university.edu,Prof. Charlie
250,Psychology,Rita Johnson,rita.johnson@email.com,Prof. Rita
373,Music,Eve Magenta,eve.magenta@email.com,Prof. Quincy
145,Environmental Science,Rita Beige,rita.beige@university.edu,Prof. Kelly
318,Architecture,Bob Purple,bob.purple@email.com,Prof. Dana
112,Architecture,Sam Brown,sam.brown@university.edu,Prof. Tina
130,Computer Science,Quincy Violet,quincy.violet@student.org,Prof. Bob
136,Environmental Science,Tina Violet,tina.violet@student.org,Prof. Frank
472,Computer Science,Ivy Brown,ivy.brown@email.com,Prof. Hank
495,Philosophy,Olivia Blue,olivia.blue@student.org,Prof. Alice
339,Statistics,Ivy Blue,ivy.blue@university.edu,Prof. Dana
330,Statistics,Paul Black,paul.black@university.edu,Prof. Nick
468,Psychology,Frank Purple,frank.purple@university.edu,Prof. Sam
543,Chemistry,Hank Azure,hank.azure@email.com,Prof. Ivy
318,Statistics,Ivy Black,ivy.black@university.edu,Prof. Frank
434,Political Science,Jack Indigo,jack.indigo@student.org,Prof. Tina
114,Computer Science,Tina Pink,tina.pink@university.edu,Prof. Olivia
290,Physics,Rita Blue,rita.blue@email.com,Prof. Eve
312,Music,Rita Brown,rita.brown@email.com,Prof. Charlie
208,Computer Science,Dana Azure,dana.azure@university.edu,Prof. Paul
451,Psychology,Quincy Green,quincy.green@university.edu,Prof. Olivia
366,Engineering,Eve Cyan,eve.cyan@email.com,Prof. Liam
247,Architecture,Rita Magenta,rita.magenta@email.com,Prof. Alice
374,Geography,Grace Azure,grace.azure@student.org,Prof. Nick
165,Anthropology,Hank Red,hank.red@student.org,Prof. Quincy
414,Sociology,Alice Indigo,alice.indigo@university.edu,Prof. Paul
322,Architecture,Dana Black,dana.black@email.com,Prof. Rita
552,History,Tina Yellow,tina.yellow@university.edu,Prof. Liam
561,Art,Rita Red,rita.red@email.com,Prof. Bob
392,Music,Quincy Indigo,quincy.indigo@student.org,Prof. Sam
424,Chemistry,Quincy Blue,quincy.blue@student.org,Prof. Quincy
334,Mathematics,Frank White,frank.white@email.com,Prof. Paul
491,Engineering,Frank Azure,frank.azure@student.org,Prof. Kelly
247,Art,Rita Gray,rita.gray@university.edu,Prof. Eve
585,Engineering,Sam Black,sam.black@university.edu,Prof. Ivy
110,Physics,Bob Brown,bob.brown@email.com,Prof. Ivy
422,Art,Kelly Red,kelly.red@student.org,Prof. Paul
148,Psychology,Mona Cyan,mona.cyan@student.org,Prof. Paul
503,Physics,Tina Red,tina.red@email.com,Prof. Nick
593,Music,Dana White,dana.white@university.edu,Prof. Hank
129,Mathematics,Dana Yellow,dana.yellow@university.edu,Prof. Alice
115,Political Science,Charlie Purple,charlie.purple@student.org,Prof. Paul
190,Statistics,Charlie Beige,charlie.beige@email.com,Prof. Hank
209,Economics,Olivia Johnson,olivia.johnson@email.com,Prof. Quincy
394,English,Mona Yellow,mona.yellow@student.org,Prof. Nick
125,Biology,Paul Brown,paul.brown@email.com,Prof. Grace
135,Biology,Bob Blue,bob.blue@student.org,Prof. Nick
217,History,Dana Azure,dana.azure@university.edu,Prof. Mona
200,Psychology,Liam Teal,liam.teal@email.com,Prof. Alice
550,Sociology,Frank Beige,frank.beige@university.edu,Prof. Grace
249,Sociology,Rita Indigo,rita.indigo@student.org,Prof. Eve
217,Mathematics,Jack Brown,jack.brown@university.edu,Prof. Mona
359,History,Sam Purple,sam.purple@university.edu,Prof. Jack
334,Music,Dana Cyan,dana.cyan@email.com,Prof. Ivy
538,Chemistry,Paul Violet,paul.violet@email.com,Prof. Dana
161,Music,Ivy Black,ivy.black@student.org,Prof. Frank
290,History,Liam Yellow,liam.yellow@university.edu,Prof. Bob
278,Chemistry,Tina Indigo,tina.indigo@email.com,Prof. Quincy
520,Engineering,Nick Orange,nick.orange@university.edu,Prof. Jack
579,Economics,Bob Indigo,bob.indigo@student.org,Prof. Frank
454,Mathematics,Nick Johnson,nick.johnson@student.org,Prof. Frank
593,Environmental Science,Olivia Magenta,olivia.magenta@university.edu,Prof. Quincy
132,Psychology,Olivia Yellow,olivia.yellow@university.edu,Prof. Ivy
186,Mathematics,Nick Orange,nick.orange@student.org,Prof. Kelly
438,Economics,Olivia Black,olivia.black@student.org,Prof. Bob
186,Chemistry,Liam Brown,liam.brown@email.com,Prof. Olivia
319,Mathematics,Rita Purple,rita.purple@student.org,Prof. Liam
285,Philosophy,Jack Azure,jack.azure@student.org,Prof. Rita
308,Sociology,Charlie White,charlie.white@university.edu,Prof. Dana
373,Architecture,Mona Green,mona.green@university.edu,Prof. Ivy
490,Chemistry,Rita Blue,rita.blue@student.org,Prof. Rita
582,Statistics,Rita Magenta,rita.magenta@university.edu,Prof. Grace
578,Physics,Tina Purple,tina.purple@university.edu,Prof. Tina
455,Music,Dana Pink,dana.pink@student.org,Prof. Jack
579,Art,Dana Red,dana.red@student.org,Prof. Bob
485,Engineering,Tina Yellow,tina.yellow@university.edu,Prof. Liam
493,Psychology,Charlie Cyan,charlie.cyan@university.edu,Prof. Nick
532,Chemistry,Hank Teal,hank.teal@student.org,Prof. Bob
375,Environmental Science,Alice Gray,alice.gray@student.org,Prof. Hank
449,Chemistry,Quincy Cyan,quincy.cyan@student.org,Prof. Hank
587,Psychology,Kelly Pink,kelly.pink@university.edu,Prof. Liam
425,Anthropology,Rita Davis,rita.davis@university.edu,Prof. Ivy
110,Philosophy,Nick Beige,nick.beige@student.org,Prof. Frank
277,Economics,Nick Teal,nick.teal@student.org,Prof. Dana
311,Computer Science,Hank Davis,hank.davis@university.edu,Prof. Dana
581,History,Tina Teal,tina.teal@student.org,Prof. Bob
346,Anthropology,Sam Beige,sam.beige@student.org,Prof. Jack
600,Anthropology,Kelly Orange,kelly.orange@student.org,Prof. Frank
228,English,Rita Cyan,rita.cyan@university.edu,Prof. Sam
497,Mathematics,Nick Black,nick.black@student.org,Prof. Rita
209,Philosophy,Eve Yellow,eve.yellow@email.com,Prof. Paul
481,Biology,Liam Violet,liam.violet@email.com,Prof. Liam
258,Environmental Science,Liam Pink,liam.pink@university.edu,Prof. Sam
360,Biology,Eve Beige,eve.beige@university.edu,Prof. Hank
446,Biology,Bob Green,bob.green@university.edu,Prof. Liam
413,English,Frank Azure,frank.azure@university.edu,Prof. Grace
492,Architecture,Hank Blue,hank.blue@student.org,Prof. Charlie
109,Statistics,Kelly Indigo,kelly.indigo@university.edu,Prof. Ivy
369,Art,Kelly Violet,kelly.violet@email.com,Prof. Liam
478,Computer Science,Alice Magenta,alice.magenta@student.org,Prof. Quincy
544,Engineering,Ivy White,ivy.white@email.com,Prof. Kelly
278,Art,Grace Magenta,grace.magenta@email.com,Prof. Sam
255,Sociology,Quincy Yellow,quincy.yellow@student.org,Prof. Sam
145,Anthropology,Rita Cyan,rita.cyan@university.edu,Prof. Quincy
287,Psychology,Mona Pink,mona.pink@email.com,Prof. Grace
294,Economics,Ivy Red,ivy.red@university.edu,Prof. Charlie
501,Political Science,Ivy Johnson,ivy.johnson@email.com,Prof. Eve
538,Physics,Frank White,frank.white@email.com,Prof. Tina
515,Economics,Jack Blue,jack.blue@student.org,Prof. Kelly
269,Economics,Charlie Brown,charlie.brown@university.edu,Prof. Olivia
116,English,Jack Cyan,jack.cyan@university.edu,Prof. Grace
527,Statistics,Mona Orange,mona.orange@university.edu,Prof. Sam
365,Physics,Charlie Johnson,charlie.johnson@student.org,Prof. Mona
336,Philosophy,Liam Davis,liam.davis@email.com,Prof. Liam
413,History,Eve Red,eve.red@university.edu,Prof. Frank
195,Physics,Mona Orange,mona.orange@university.edu,Prof. Paul
151,Chemistry,Alice Davis,alice.davis@student.org,Prof. Nick
148,Anthropology,Bob Davis,bob.davis@email.com,Prof. Rita
317,Political Science,Eve Black,eve.black@university.edu,Prof. Liam
200,History,Frank Red,frank.red@student.org,Prof. Sam
435,Environmental Science,Frank Beige,frank.beige@student.org,Prof. Kelly
140,Engineering,Alice Yellow,alice.yellow@student.org,Prof. Frank
555,Mathematics,Ivy Purple,ivy.purple@email.com,Prof. Olivia
482,Physics,Paul Red,paul.red@email.com,Prof. Grace
586,Political Science,Bob Davis,bob.davis@email.com,Prof. Grace
128,Sociology,Paul Purple,paul.purple@email.com,Prof. Bob
228,Physics,Mona Johnson,mona.johnson@student.org,Prof. Frank
343,Chemistry,Nick Beige,nick.beige@student.org,Prof. Olivia
523,Physics,Eve Cyan,eve.cyan@email.com,Prof. Sam
524,Architecture,Nick Teal,nick.teal@email.com,Prof. Dana
232,Physics,Kelly Indigo,kelly.indigo@university.edu,Prof. Frank
